rec/id,record/id,date,description,document/no,company/name,part/number,item/description,unit/price,qty,availability,backorder,lost/sales,closed/qty,weighed/item,group,qenim,comment,expected/delivery,balance,company/id,third/code,priority/code,current/stock,prsypappsec,sales/orders,sales-back/order,branch/id,employee,supplier
895014.0,44,24-09-2024,TUR STSUP,194710.0,(GAZ) COMLINE IRELAND LIMITED,CSL5128,ΑΚΡΟ ΖΑΜΦΟΡ  ΕΜΠΡ. ΑΡΙΣΤΕΡΟ CHEVROLET-OPEL,5.01,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,V-SLOW,0.0,0.0,0.0,17.0,1.0,161.0,AH
900952.0,38,29-10-2024,TUR - STSUP,202312.0,(GAZ) COMLINE IRELAND LIMITED,CSL5128,ΑΚΡΟ ΖΑΜΦΟΡ  ΕΜΠΡ. ΑΡΙΣΤΕΡΟ CHEVROLET-OPEL,5.01,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,V-SLOW,0.0,0.0,0.0,17.0,1.0,161.0,AH
904670.0,29,19-11-2024,TUR STSUP,206311.0,(GAZ) COMLINE IRELAND LIMITED,CSL5128,ΑΚΡΟ ΖΑΜΦΟΡ  ΕΜΠΡ. ΑΡΙΣΤΕΡΟ CHEVROLET-OPEL,5.01,4.0,0.0,4.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,V-SLOW,0.0,0.0,0.0,17.0,1.0,161.0,AH
912670.0,6,16-01-2025,TUR STSUP,215113.0,(GAZ) COMLINE IRELAND LIMITED,CSL5128,ΑΚΡΟ ΖΑΜΦΟΡ  ΕΜΠΡ. ΑΡΙΣΤΕΡΟ CHEVROLET-OPEL,5.01,6.0,0.0,6.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,V-SLOW,0.0,0.0,0.0,17.0,1.0,161.0,AH
900952.0,39,29-10-2024,TUR - STSUP,202312.0,(GAZ) COMLINE IRELAND LIMITED,CSL6128,ΑΚΡΟ ΖΑΜΦΟΡ  ΕΜΠΡ. ΔΕΞΙ CHEVROLET-OPEL,5.01,4.0,0.0,4.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,V-SLOW,0.0,0.0,0.0,7.0,1.0,161.0,AH
902091.0,75,05-11-2024,TUR STSUP,203414.0,(GAZ) COMLINE IRELAND LIMITED,CSL7145,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. R/L CITROEN,5.58,8.0,0.0,8.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SLOW,0.0,0.0,0.0,28.0,1.0,161.0,AH
912670.0,17,16-01-2025,TUR STSUP,215113.0,(GAZ) COMLINE IRELAND LIMITED,CSL7145,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. R/L CITROEN,5.58,8.0,0.0,8.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SLOW,0.0,0.0,0.0,28.0,1.0,161.0,AH
902091.0,54,05-11-2024,TUR STSUP,203414.0,(GAZ) COMLINE IRELAND LIMITED,CSL7302,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. R/L JEEP,5.79,4.0,0.0,1.0,0.0,3.0,0.0,,0.0,,,0.0,IE0109001,,V-SLOW,3.0,0.0,0.0,1.0,1.0,161.0,IBERICA
904670.0,38,19-11-2024,TUR STSUP,206311.0,(GAZ) COMLINE IRELAND LIMITED,CSL7076,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. R/L TOYOTA,4.21,4.0,0.0,4.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,MED,0.0,0.0,0.0,43.0,1.0,161.0,AH
912670.0,11,16-01-2025,TUR STSUP,215113.0,(GAZ) COMLINE IRELAND LIMITED,CSL7076,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. R/L TOYOTA,4.21,6.0,0.0,6.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,MED,0.0,0.0,0.0,43.0,1.0,161.0,AH
