REC ID,DATE,DESCRIPTION,DOCUMENT NO,COMPANY NAME,PART NUMBER,UNIT PRICE,QTY,PRIORITY CODE,PRSYPAPPSEC,CURRENT STOCK,SALES ORDERS,BACKORDER,CUSTOMER TOTAL BO QTY,SALES-BACK ORDER,ACTUAL STOCK,ETA,FINAL PO QTY,NUMBER OF DAYS ETA,RELEASE,NOTE
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC005R,18.26,8.0,V-SLOW,0.0,1.0,1.0,8.0,10.0,13.0,0.0,2025-01-29,9.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC005R,18.26,2.0,V-SLOW,0.0,1.0,1.0,2.0,10.0,13.0,0.0,2025-01-29,9.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC056R,20.4,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC057R,17.85,3.0,SPECIAL,0.0,0.0,0.0,3.0,3.0,3.0,0.0,2025-02-14,3.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC053R,21.96,2.0,SPECIAL,0.0,0.0,0.0,2.0,3.0,3.0,0.0,2025-03-07,3.0,33.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC031R,21.52,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
898882.0,15-10-2024,NON EUR1 CALIPER+WBK+STSUP+CVJOINT,199208.0,(GAZ) COMLINE IRELAND LIMITED,CBC053R,21.96,2.0,SPECIAL,0.0,0.0,0.0,1.0,3.0,3.0,0.0,2025-03-07,3.0,33.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC003R,16.7,38.0,SLOW,0.0,0.0,0.0,38.0,45.0,65.0,0.0,2025-01-29,24.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC003R,16.7,13.0,SLOW,0.0,0.0,0.0,7.0,45.0,65.0,0.0,2025-01-29,24.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC115R,14.0,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC074R,17.98,1.0,SPECIAL,0.0,0.0,0.0,1.0,3.0,12.0,0.0,2025-01-29,3.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC095R,34.1,5.0,SLOW,0.0,0.0,0.0,5.0,72.0,72.0,0.0,2025-01-29,20.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC033R,34.1,11.0,SLOW,0.0,0.0,0.0,3.0,3.0,18.0,0.0,2025-01-29,24.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC095R,34.1,63.0,SLOW,0.0,0.0,0.0,59.0,72.0,72.0,0.0,2025-01-29,20.0,-4.0,0.0,done
902081.0,05-11-2024,NON EUR1 CALIPER + CVJOINT + STSUP + WBK,203405.0,(GAZ) COMLINE IRELAND LIMITED,CBC074R,17.98,2.0,SPECIAL,0.0,0.0,0.0,2.0,3.0,12.0,0.0,2025-01-29,3.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC095R,34.1,12.0,SLOW,0.0,0.0,0.0,8.0,72.0,72.0,0.0,2025-01-29,20.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC030R,15.55,1.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2025-02-14,1.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC146L,17.46,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC149L,16.49,2.0,SPECIAL,0.0,0.0,0.0,1.0,3.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC167R,17.87,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC208L,21.1,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC223L,31.05,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC230L,18.77,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC231R,22.29,1.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2025-02-14,1.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC232L,19.06,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC232R,19.06,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC235L,19.84,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC235R,19.84,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC238R,22.09,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC240R,18.92,2.0,SPECIAL,0.0,0.0,0.0,2.0,3.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC241L,23.16,2.0,SPECIAL,0.0,0.0,0.0,2.0,3.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC241R,23.16,2.0,SPECIAL,0.0,0.0,0.0,2.0,3.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC245L,14.9,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC292L,25.53,1.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC134R,21.82,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC219R,19.82,1.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC235R,19.84,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC251R,20.39,1.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,5.0,0.0,2025-01-29,1.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC307R,36.17,1.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC325R,18.75,2.0,SPECIAL,0.0,0.0,0.0,2.0,5.0,5.0,0.0,2025-01-29,2.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC329R,25.84,1.0,SPECIAL,0.0,0.0,0.0,1.0,3.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC495R,18.98,1.0,SPECIAL,0.0,0.0,0.0,1.0,3.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC134L,21.82,2.0,SPECIAL,0.0,1.0,1.0,2.0,2.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC174L,19.07,2.0,SPECIAL,0.0,0.0,0.0,2.0,8.0,8.0,0.0,2025-02-14,8.0,12.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC219L,19.82,1.0,SPECIAL,0.0,0.0,0.0,1.0,4.0,6.0,0.0,2025-01-29,1.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC280L,18.32,2.0,SPECIAL,0.0,0.0,0.0,2.0,9.0,10.0,0.0,2025-01-29,2.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC480L,25.09,1.0,SPECIAL,0.0,0.0,0.0,1.0,3.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC175R,22.82,3.0,SPECIAL,0.0,0.0,0.0,3.0,6.0,8.0,0.0,2025-01-29,3.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC175L,22.82,3.0,SPECIAL,0.0,0.0,0.0,3.0,4.0,6.0,0.0,2025-01-29,3.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC386L,14.71,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC408L,27.3,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC408R,27.3,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC277R,17.06,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC299R,19.32,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC251L,20.39,2.0,SPECIAL,0.0,0.0,0.0,2.0,3.0,5.0,0.0,2025-01-29,2.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC264L,14.38,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,5.0,0.0,2025-01-29,2.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC149L,16.49,2.0,SPECIAL,0.0,0.0,0.0,2.0,3.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC208L,21.1,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC223L,31.05,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
902081.0,05-11-2024,NON EUR1 CALIPER + CVJOINT + STSUP + WBK,203405.0,(GAZ) COMLINE IRELAND LIMITED,CBC150R,18.0,3.0,SPECIAL,0.0,1.0,2.0,3.0,3.0,3.0,-1.0,2025-01-29,1.0,-4.0,0.0,done
902081.0,05-11-2024,NON EUR1 CALIPER + CVJOINT + STSUP + WBK,203405.0,(GAZ) COMLINE IRELAND LIMITED,CBC280L,18.32,2.0,SPECIAL,0.0,0.0,0.0,2.0,9.0,10.0,0.0,2025-01-29,2.0,-4.0,0.0,done
902081.0,05-11-2024,NON EUR1 CALIPER + CVJOINT + STSUP + WBK,203405.0,(GAZ) COMLINE IRELAND LIMITED,CBC319L,37.84,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,5.0,0.0,2025-01-29,1.0,-4.0,0.0,done
898882.0,15-10-2024,NON EUR1 CALIPER+WBK+STSUP+CVJOINT,199208.0,(GAZ) COMLINE IRELAND LIMITED,CBC321R,35.66,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,5.0,0.0,2025-02-14,2.0,12.0,0.0,done
900927.0,29-10-2024,NON EUR1 - CALIPER+CVJOINT+STSUP+WBK,202305.0,(GAZ) COMLINE IRELAND LIMITED,CBC240R,18.92,2.0,SPECIAL,0.0,0.0,0.0,1.0,3.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
900927.0,29-10-2024,NON EUR1 - CALIPER+CVJOINT+STSUP+WBK,202305.0,(GAZ) COMLINE IRELAND LIMITED,CBC241R,23.16,2.0,SPECIAL,0.0,0.0,0.0,1.0,3.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
900927.0,29-10-2024,NON EUR1 - CALIPER+CVJOINT+STSUP+WBK,202305.0,(GAZ) COMLINE IRELAND LIMITED,CBC241L,23.16,2.0,SPECIAL,0.0,0.0,0.0,1.0,3.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
900927.0,29-10-2024,NON EUR1 - CALIPER+CVJOINT+STSUP+WBK,202305.0,(GAZ) COMLINE IRELAND LIMITED,CBC378L,21.1,2.0,SPECIAL,0.0,0.0,0.0,1.0,6.0,6.0,0.0,2025-01-29,1.0,-4.0,0.0,done
900927.0,29-10-2024,NON EUR1 - CALIPER+CVJOINT+STSUP+WBK,202305.0,(GAZ) COMLINE IRELAND LIMITED,CBC496R,21.03,2.0,SPECIAL,0.0,2.0,2.0,2.0,2.0,3.0,0.0,2025-01-29,3.0,-4.0,0.0,done
897939.0,09-10-2024,DIR VIA GREECE - NON EUR1 - BRAKE CALIPER,43164101.0,(GAZ) COMLINE IRELAND LIMITED,CBC385R,19.94,3.0,SPECIAL,0.0,0.0,0.0,3.0,3.0,4.0,0.0,2025-02-14,4.0,12.0,0.0,done
897939.0,09-10-2024,DIR VIA GREECE - NON EUR1 - BRAKE CALIPER,43164101.0,(GAZ) COMLINE IRELAND LIMITED,CBC167L,17.87,1.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,6.0,0.0,2025-03-07,6.0,33.0,0.0,done
897939.0,09-10-2024,DIR VIA GREECE - NON EUR1 - BRAKE CALIPER,43164101.0,(GAZ) COMLINE IRELAND LIMITED,CBC331L,15.05,1.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2025-01-29,2.0,-4.0,0.0,done
894006.0,18-09-2024,NON EUR1 - CALIPER+CVJOINT+STSUP+WBK,192703.0,(GAZ) COMLINE IRELAND LIMITED,CBC174R,19.07,4.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
894006.0,18-09-2024,NON EUR1 - CALIPER+CVJOINT+STSUP+WBK,192703.0,(GAZ) COMLINE IRELAND LIMITED,CBC306R,37.21,4.0,SPECIAL,0.0,1.0,1.0,4.0,4.0,7.0,0.0,2025-01-29,5.0,-4.0,0.0,done
894006.0,18-09-2024,NON EUR1 - CALIPER+CVJOINT+STSUP+WBK,192703.0,(GAZ) COMLINE IRELAND LIMITED,CBC385L,19.94,4.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2025-02-14,1.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC170R,19.32,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC175L,22.82,1.0,SPECIAL,0.0,0.0,0.0,1.0,4.0,6.0,0.0,2025-01-29,3.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC192R,19.89,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC251L,20.39,1.0,SPECIAL,0.0,0.0,0.0,1.0,3.0,5.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC253L,19.86,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC264L,14.38,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,5.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC277R,17.06,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC142R,19.28,5.0,SPECIAL,0.0,0.0,0.0,5.0,5.0,5.0,0.0,2025-02-14,5.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC174L,19.07,6.0,SPECIAL,0.0,0.0,0.0,6.0,8.0,8.0,0.0,2025-02-14,8.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC175R,22.82,3.0,SPECIAL,0.0,0.0,0.0,3.0,6.0,8.0,0.0,2025-01-29,3.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC188R,20.51,5.0,SPECIAL,0.0,0.0,0.0,5.0,5.0,5.0,0.0,2025-02-14,5.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC219L,19.82,3.0,SPECIAL,0.0,0.0,0.0,3.0,4.0,6.0,0.0,2025-01-29,1.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC267L,21.1,3.0,SPECIAL,0.0,0.0,0.0,3.0,3.0,4.0,0.0,2025-01-29,1.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC314L,42.54,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,1.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC317L,40.28,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC319R,37.84,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC321R,35.66,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,5.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC325R,18.75,3.0,SPECIAL,0.0,0.0,0.0,3.0,5.0,5.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC328L,20.92,3.0,SPECIAL,0.0,0.0,0.0,3.0,3.0,4.0,0.0,2025-02-14,4.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC328R,20.92,3.0,SPECIAL,0.0,0.0,0.0,3.0,3.0,4.0,0.0,2025-02-14,4.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC329R,25.84,2.0,SPECIAL,0.0,0.0,0.0,2.0,3.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC335L,14.81,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,3.0,0.0,2025-02-14,3.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC348R,16.63,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC351R,12.49,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC358R,18.77,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,3.0,0.0,2025-02-14,3.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC363R,16.24,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC368R,21.8,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC378L,21.1,5.0,SPECIAL,0.0,0.0,0.0,5.0,6.0,6.0,0.0,2025-01-29,1.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC384L,25.41,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC384R,25.41,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC386L,14.71,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC280L,18.32,8.0,SPECIAL,0.0,0.0,0.0,5.0,9.0,10.0,0.0,2025-01-29,2.0,-4.0,0.0,done
