rec/id,record/id,date,description,document/no,company/name,part/number,item/description,unit/price,qty,availability,backorder,lost/sales,closed/qty,weighed/item,group,qenim,comment,expected/delivery,balance,company/id,third/code,priority/code,current/stock,prsypappsec,sales/orders,sales-back/order,branch/id,employee,supplier,customer/total/bo/qty,actual/stock,total/number/bo,index/part/number
902091.0,63,05-11-2024,TUR STSUP,203414.0,(GAZ) COMLINE IRELAND LIMITED,CSL5063,"ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤ, CITROEN - PEUGEOT",6.72,5.0,0.0,5.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,V-SLOW,0.0,0.0,0.0,32.0,1.0,161.0,AH,14.0,0.0,3.0,CSL50631
907028.0,33,03-12-2024,TUR STSUP,209112.0,(GAZ) COMLINE IRELAND LIMITED,CSL5000,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ AUDI,5.17,9.0,0.0,9.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SLOW,0.0,0.0,0.0,51.0,1.0,161.0,AH,28.0,0.0,3.0,CSL50001
904670.0,27,19-11-2024,TUR STSUP,206311.0,(GAZ) COMLINE IRELAND LIMITED,CSL5000,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ AUDI,5.17,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SLOW,0.0,0.0,0.0,51.0,1.0,161.0,AH,28.0,0.0,3.0,CSL50001
912670.0,1,16-01-2025,TUR STSUP,215113.0,(GAZ) COMLINE IRELAND LIMITED,CSL5000,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ AUDI,5.17,18.0,0.0,18.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SLOW,0.0,0.0,0.0,51.0,1.0,161.0,AH,28.0,0.0,3.0,CSL50001
912670.0,4,16-01-2025,TUR STSUP,215113.0,(GAZ) COMLINE IRELAND LIMITED,CSL5052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ NISSAN-RENAULT,5.32,14.0,0.0,14.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,MED,0.0,0.0,0.0,107.0,1.0,161.0,AH,24.0,0.0,4.0,CSL50521
907028.0,35,03-12-2024,TUR STSUP,209112.0,(GAZ) COMLINE IRELAND LIMITED,CSL5052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ NISSAN-RENAULT,5.32,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,MED,0.0,0.0,0.0,107.0,1.0,161.0,AH,24.0,0.0,4.0,CSL50521
902091.0,62,05-11-2024,TUR STSUP,203414.0,(GAZ) COMLINE IRELAND LIMITED,CSL5052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ NISSAN-RENAULT,5.32,6.0,0.0,6.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,MED,0.0,0.0,0.0,107.0,1.0,161.0,AH,24.0,0.0,4.0,CSL50521
900952.0,41,29-10-2024,TUR - STSUP,202312.0,(GAZ) COMLINE IRELAND LIMITED,CSL5052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ NISSAN-RENAULT,5.32,3.0,0.0,3.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,MED,0.0,0.0,0.0,107.0,1.0,161.0,AH,24.0,0.0,4.0,CSL50521
900952.0,40,29-10-2024,TUR - STSUP,202312.0,(GAZ) COMLINE IRELAND LIMITED,CSL6052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΔΕΞΙ NISSAN-RENAULT,5.32,4.0,0.0,4.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,MED,0.0,0.0,0.0,120.0,1.0,161.0,AH,25.0,0.0,3.0,CSL60521
902091.0,58,05-11-2024,TUR STSUP,203414.0,(GAZ) COMLINE IRELAND LIMITED,CSL6052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΔΕΞΙ NISSAN-RENAULT,5.32,10.0,0.0,10.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,MED,0.0,0.0,0.0,120.0,1.0,161.0,AH,25.0,0.0,3.0,CSL60521
912670.0,8,16-01-2025,TUR STSUP,215113.0,(GAZ) COMLINE IRELAND LIMITED,CSL6052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΔΕΞΙ NISSAN-RENAULT,5.32,11.0,0.0,11.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,MED,0.0,0.0,0.0,120.0,1.0,161.0,AH,25.0,0.0,3.0,CSL60521
912670.0,19,16-01-2025,TUR STSUP,215113.0,(GAZ) COMLINE IRELAND LIMITED,CSL7181,ΑΚΡΟ ΖΑΜΦΟΡ ΟΠΙΣΘ. R/L OPEL,6.4,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,V-SLOW,5.0,0.0,0.0,2.0,1.0,161.0,IBERICA,2.0,5.0,1.0,CSL71811
912670.0,2,16-01-2025,TUR STSUP,215113.0,(GAZ) COMLINE IRELAND LIMITED,CSL5018,ΑΚΡΟ ΖΑΜΦΟΡ ΟΠΙΣΘ. ΑΡΙΣΤΕΡΟ HONDA,5.54,5.0,0.0,1.0,0.0,4.0,0.0,55022|1,0.0,,,0.0,IE0109001,,V-SLOW,1.0,0.0,0.0,1.0,1.0,161.0,MT,1.0,1.0,1.0,CSL50181
907028.0,11,03-12-2024,TUR STSUP,209112.0,(GAZ) COMLINE IRELAND LIMITED,CTRE2189,ΑΚΡΟΜΠΑΡΟ  ΕΜΠΡ. ΕΞΩΤ. ΔΕΞΙ. FIAT-OPEL,5.1,2.0,0.0,1.0,0.0,1.0,0.0,54386|1,0.0,,,0.0,IE0109001,,V-SLOW,8.0,0.0,0.0,1.0,1.0,161.0,IBERICA,1.0,8.0,1.0,CTRE21891
884787.0,1,16-07-2024,TUR STSUP,181211.0,(GAZ) COMLINE IRELAND LIMITED,CTR3212,ΑΚΡΟΜΠΑΡΟ ΕΜΠΡ. R/L OPEL,6.72,2.0,0.0,1.0,0.0,1.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,3.0,1.0,161.0,CAP,1.0,0.0,1.0,CTR32121
887254.0,57,30-07-2024,TUR STSUP,183813.0,(GAZ) COMLINE IRELAND LIMITED,CTRE1168,ΑΚΡΟΜΠΑΡΟ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ ΕΞΩΤ. MAZDA,8.45,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,2.0,1.0,161.0,IBERICA,1.0,0.0,1.0,CTRE11681
912670.0,38,16-01-2025,TUR STSUP,215113.0,(GAZ) COMLINE IRELAND LIMITED,CTR2084,ΑΚΡΟΜΠΑΡΟ ΕΜΠΡ. ΔΕΞΙ HYUNDAI,6.1,3.0,0.0,1.0,0.0,2.0,0.0,55022|1,0.0,,,0.0,IE0109001,,SPECIAL,1.0,0.0,0.0,1.0,1.0,161.0,CAP,1.0,1.0,1.0,CTR20841
900952.0,20,29-10-2024,TUR - STSUP,202312.0,(GAZ) COMLINE IRELAND LIMITED,CTR2068,ΑΚΡΟΜΠΑΡΟ ΕΜΠΡ. ΔΕΞΙ PEUGEOT,5.76,4.0,0.0,1.0,0.0,3.0,0.0,,0.0,,,0.0,IE0109001,,V-SLOW,7.0,0.0,1.0,1.0,1.0,161.0,MT,1.0,6.0,1.0,CTR20681
912670.0,64,16-01-2025,TUR STSUP,215113.0,(GAZ) COMLINE IRELAND LIMITED,CTRE1127,ΑΚΡΟΜΠΑΡΟ ΕΜΠΡ.ΑΡΙΣΤ.PEUGEOT,8.24,5.0,0.0,2.0,0.0,3.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,2.0,1.0,161.0,CAP,2.0,0.0,1.0,CTRE11271
902075.0,7,05-11-2024,EUR1 BRAKE PAD + WATER PUMP,203401.0,(GAZ) COMLINE IRELAND LIMITED,EWP081,ΑΝΤΛΙΑ ΝΕΡΟΥ CITROEN - PEUGEOT,12.77,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,OBS,2.0,0.0,0.0,2.0,1.0,161.0,IBERICA,2.0,2.0,1.0,EWP0811
906952.0,2,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC085R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΔΕΞΙΑ,16.48,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,V-SLOW,0.0,0.0,0.0,6.0,1.0,161.0,UR,3.0,0.0,2.0,CBC085R1
906952.0,21,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC080R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΔΕΞΙΑ,22.33,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,3.0,1.0,161.0,UR,1.0,0.0,1.0,CBC080R1
912650.0,39,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC102R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΔΕΞΙΑ,26.73,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,2.0,1.0,161.0,UR,2.0,0.0,1.0,CBC102R1
912653.0,17,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC085R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΔΕΞΙΑ,16.48,3.0,0.0,2.0,0.0,1.0,0.0,55015|1,0.0,,,0.0,IE0109001,,V-SLOW,0.0,0.0,0.0,6.0,1.0,161.0,UR,3.0,0.0,2.0,CBC085R1
906952.0,22,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC087R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΔΕΞΙΑ TOYOTA,11.89,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,3.0,1.0,161.0,UR,3.0,0.0,2.0,CBC087R1
912650.0,35,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC087R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΔΕΞΙΑ TOYOTA,11.89,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,3.0,1.0,161.0,UR,3.0,0.0,2.0,CBC087R1
897939.0,17,09-10-2024,DIR VIA GREECE - NON EUR1 - BRAKE CALIPER,43164101.0,(GAZ) COMLINE IRELAND LIMITED,CBC058R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΕΜΠΡ. ΔΕΞΙΑ MAZDA,17.24,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,1.0,1.0,161.0,UR,1.0,0.0,1.0,CBC058R1
912650.0,7,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC007R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΕΜΠΡΟΣΘ. ΔΕΞΙΑ AUDI-SKODA-SEAT-VW,14.31,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,MED,0.0,0.0,0.0,10.0,1.0,161.0,UR,1.0,0.0,1.0,CBC007R1
912650.0,12,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC023R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΕΜΠΡΟΣΘ. ΔΕΞΙΑ OPEL,15.77,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,4.0,1.0,161.0,UR,2.0,0.0,2.0,CBC023R1
912650.0,23,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC039R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΕΜΠΡΟΣΘ. ΔΕΞΙΑ OPEL,15.71,2.0,0.0,1.0,0.0,1.0,0.0,55014|1,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,4.0,1.0,161.0,UR,1.0,0.0,1.0,CBC039R1
904652.0,8,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC023R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΕΜΠΡΟΣΘ. ΔΕΞΙΑ OPEL,15.77,2.0,0.0,1.0,0.0,1.0,0.0,54122|1,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,4.0,1.0,161.0,UR,2.0,0.0,2.0,CBC023R1
902081.0,3,05-11-2024,NON EUR1 CALIPER + CVJOINT + STSUP + WBK,203405.0,(GAZ) COMLINE IRELAND LIMITED,CBC038R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΕΜΠΡΟΣΘ. ΔΕΞΙΑ VW,12.6,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,7.0,1.0,161.0,UR,1.0,0.0,1.0,CBC038R1
912650.0,44,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC118R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΕΜΠΡΟΣΘ.ΔΕΞΙΑ VW,18.61,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,2.0,1.0,161.0,UR,2.0,0.0,1.0,CBC118R1
904652.0,11,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC028R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ  AUDI-SEAT-VW,18.57,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,4.0,1.0,161.0,UR,2.0,0.0,1.0,CBC028R1
912653.0,12,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC051R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ  CITROEN,19.2,7.0,0.0,7.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,15.0,1.0,161.0,UR,7.0,0.0,1.0,CBC051R1
912650.0,11,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC018R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ  LAND ROVER,11.62,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,2.0,1.0,161.0,UR,2.0,0.0,1.0,CBC018R1
912650.0,14,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC026R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ AUDI-SEAT,16.56,34.0,0.0,34.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SLOW,0.0,0.0,0.0,60.0,1.0,161.0,UR,46.0,0.0,2.0,CBC026R1
906952.0,17,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC026R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ AUDI-SEAT,16.56,17.0,0.0,12.0,0.0,5.0,0.0,,0.0,,,0.0,IE0109001,,SLOW,0.0,0.0,0.0,60.0,1.0,161.0,UR,46.0,0.0,2.0,CBC026R1
912650.0,8,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC009R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ AUDI-SKODA-SEAT-VW,17.32,35.0,0.0,18.0,0.0,17.0,0.0,55014|17,0.0,,,0.0,IE0109001,,MED,0.0,0.0,0.0,32.0,1.0,161.0,UR,18.0,0.0,1.0,CBC009R1
912653.0,10,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC043R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ AUDI-SKODA-SEAT-VW,19.07,3.0,0.0,3.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SLOW,2.0,0.0,2.0,16.0,1.0,161.0,UR,3.0,0.0,1.0,CBC043R1
912650.0,9,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC012R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ CITROEN-PEUGEOT,19.72,21.0,0.0,19.0,0.0,2.0,0.0,55014|2,0.0,,,0.0,IE0109001,,SLOW,1.0,0.0,1.0,35.0,1.0,161.0,UR,33.0,0.0,2.0,CBC012R1
906952.0,16,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC012R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ CITROEN-PEUGEOT,19.72,14.0,0.0,14.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SLOW,1.0,0.0,1.0,35.0,1.0,161.0,UR,33.0,0.0,2.0,CBC012R1
912653.0,6,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC025R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ FORD,17.51,8.0,0.0,8.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,V-SLOW,1.0,0.0,1.0,10.0,1.0,161.0,UR,8.0,0.0,1.0,CBC025R1
912653.0,3,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC005R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ FORD-MAZDA-VOLVO,18.26,8.0,0.0,8.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,V-SLOW,1.0,0.0,1.0,13.0,1.0,161.0,UR,10.0,0.0,2.0,CBC005R1
904652.0,4,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC005R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ FORD-MAZDA-VOLVO,18.26,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,V-SLOW,1.0,0.0,1.0,13.0,1.0,161.0,UR,10.0,0.0,2.0,CBC005R1
912650.0,30,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC056R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ HONDA,20.4,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,3.0,1.0,161.0,UR,2.0,0.0,1.0,CBC056R1
912653.0,14,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC057R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ MAZDA,17.85,3.0,0.0,3.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,3.0,1.0,161.0,UR,3.0,0.0,1.0,CBC057R1
912650.0,28,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC053R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ MINI,21.96,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,3.0,1.0,161.0,UR,3.0,0.0,2.0,CBC053R1
912650.0,16,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC031R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ MINI,21.52,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,2.0,1.0,161.0,UR,2.0,0.0,1.0,CBC031R1
898882.0,8,15-10-2024,NON EUR1 CALIPER+WBK+STSUP+CVJOINT,199208.0,(GAZ) COMLINE IRELAND LIMITED,CBC053R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ MINI,21.96,2.0,0.0,1.0,0.0,1.0,0.0,,0.0,,,0.0,IE0109001,,SPECIAL,0.0,0.0,0.0,3.0,1.0,161.0,UR,3.0,0.0,2.0,CBC053R1
912650.0,4,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC003R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ OPEL,16.7,38.0,0.0,38.0,0.0,0.0,0.0,,0.0,,,0.0,IE0109001,,SLOW,0.0,0.0,0.0,65.0,1.0,161.0,UR,45.0,0.0,2.0,CBC003R1
