standardcode,partnumber,customercode,customername,targetdate,status,2023-customer-sales,2024-customer-sales,number-of-customer-target,number-of-part-number-target,sales-after-target,total-sales-after-first-target
LVBD1727PIONEERAUTO,LVBD1727,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,4,0,
LVBD1125ZPIONEERAUTO,LVBD1125Z,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVBD1307ZPIONEERAUTO,LVBD1307Z,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVBD1249ZPIONEERAUTO,LVBD1249Z,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVBD1090ZPIONEERAUTO,LVBD1090Z,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVBD1529PIONEERAUTO,LVBD1529,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,3,0,
LVBD1032ZPIONEERAUTO,LVBD1032Z,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVBD1975PIONEERAUTO,LVBD1975,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVBD1630PIONEERAUTO,LVBD1630,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,3,4,0,
LVBD1899PIONEERAUTO,LVBD1899,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,3,0,
LVBE243ZPIONEERAUTO,LVBE243Z,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVBD1655PIONEERAUTO,LVBD1655,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVBD1648PIONEERAUTO,LVBD1648,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVBD1081ZPIONEERAUTO,LVBD1081Z,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVBD2076PIONEERAUTO,LVBD2076,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVBE326ZPIONEERAUTO,LVBE326Z,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVBD2248PIONEERAUTO,LVBD2248,PIONEERAUTO,Tegeta Motors,,Obsolete,0,0,2,2,0,
LVBD1950PIONEERAUTO,LVBD1950,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVBD1776PIONEERAUTO,LVBD1776,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,3,0,
VBC208RPIONEERAUTO,VBC208R,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,3,0,
LVBD1678PIONEERAUTO,LVBD1678,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
VBC166RPIONEERAUTO,VBC166R,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVBD1605PIONEERAUTO,LVBD1605,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,4,0,
LVCL1095PIONEERAUTO,LVCL1095,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVCL849PIONEERAUTO,LVCL849,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVCL811PIONEERAUTO,LVCL811,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,3,0,
LVCL704PIONEERAUTO,LVCL704,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVTT333PIONEERAUTO,LVTT333,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVCL1188PIONEERAUTO,LVCL1188,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
VTT163PIONEERAUTO,VTT163,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVTT377PIONEERAUTO,LVTT377,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVCL1136PIONEERAUTO,LVCL1136,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
VSL876PIONEERAUTO,VSL876,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
VSL920PIONEERAUTO,VSL920,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,3,0,
VSL921PIONEERAUTO,VSL921,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,3,0,
LVSL1229PIONEERAUTO,LVSL1229,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVSL1230PIONEERAUTO,LVSL1230,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVSL1521PIONEERAUTO,LVSL1521,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
VSL723PIONEERAUTO,VSL723,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,3,5,0,
VSL710APIONEERAUTO,VSL710A,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,3,0,
LVSL1193PIONEERAUTO,LVSL1193,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,3,5,0,
VSL752PIONEERAUTO,VSL752,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
VSL878PIONEERAUTO,VSL878,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
VSL877PIONEERAUTO,VSL877,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVSL1341PIONEERAUTO,LVSL1341,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVSL1203PIONEERAUTO,LVSL1203,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
VTR276PIONEERAUTO,VTR276,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,3,0,
VSL1007PIONEERAUTO,VSL1007,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
VTR373PIONEERAUTO,VTR373,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
VSL664PIONEERAUTO,VSL664,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,4,0,
VTR1040PIONEERAUTO,VTR1040,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
VTR1173PIONEERAUTO,VTR1173,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,3,0,
VTR1174PIONEERAUTO,VTR1174,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,3,0,
LVCU881PIONEERAUTO,LVCU881,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,4,4,0,
LVSL1512PIONEERAUTO,LVSL1512,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVTR966PIONEERAUTO,LVTR966,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,3,0,
VCR240PIONEERAUTO,VCR240,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVTR1748PIONEERAUTO,LVTR1748,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVSL1358PIONEERAUTO,LVSL1358,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,3,0,
VSL924PIONEERAUTO,VSL924,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,3,0,
LVTR1557PIONEERAUTO,LVTR1557,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVTR1556PIONEERAUTO,LVTR1556,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVTR1558PIONEERAUTO,LVTR1558,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
VTR865PIONEERAUTO,VTR865,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
VSL995PIONEERAUTO,VSL995,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
VTR267PIONEERAUTO,VTR267,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVCU881PIONEERAUTO,LVCU881,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,4,4,0,
VTR988PIONEERAUTO,VTR988,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVTR1554PIONEERAUTO,LVTR1554,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVTR1555PIONEERAUTO,LVTR1555,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
VTR863PIONEERAUTO,VTR863,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,3,0,
LVTR1847PIONEERAUTO,LVTR1847,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVTR1846PIONEERAUTO,LVTR1846,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVTR1845PIONEERAUTO,LVTR1845,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVSL1558PIONEERAUTO,LVSL1558,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVSL1557PIONEERAUTO,LVSL1557,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVSL1562PIONEERAUTO,LVSL1562,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVSL1561PIONEERAUTO,LVSL1561,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVTT346PIONEERAUTO,LVTT346,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVSL1354PIONEERAUTO,LVSL1354,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVTT350PIONEERAUTO,LVTT350,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVSL1355PIONEERAUTO,LVSL1355,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVTR1649PIONEERAUTO,LVTR1649,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVTR1633PIONEERAUTO,LVTR1633,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVSL1326PIONEERAUTO,LVSL1326,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVSL1405PIONEERAUTO,LVSL1405,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,3,0,
LVTR1754PIONEERAUTO,LVTR1754,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVTR1755PIONEERAUTO,LVTR1755,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVTR1719PIONEERAUTO,LVTR1719,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVTR1720PIONEERAUTO,LVTR1720,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVTR1796PIONEERAUTO,LVTR1796,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVWP1089PIONEERAUTO,LVWP1089,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVTR1942PIONEERAUTO,LVTR1942,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
VTR1113PIONEERAUTO,VTR1113,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVTR1247PIONEERAUTO,LVTR1247,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVWP1048PIONEERAUTO,LVWP1048,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVWP1087PIONEERAUTO,LVWP1087,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVWP1049PIONEERAUTO,LVWP1049,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVTR1523PIONEERAUTO,LVTR1523,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,3,3,0,
LVTR1797PIONEERAUTO,LVTR1797,PIONEERAUTO,Tegeta Motors,,Obsolete,0,0,2,2,0,
LVTR1416PIONEERAUTO,LVTR1416,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
LVTR2012PIONEERAUTO,LVTR2012,PIONEERAUTO,Tegeta Motors,,Best Offered,0,0,2,2,0,
LVTR2051PIONEERAUTO,LVTR2051,PIONEERAUTO,Tegeta Motors,,Target Accepted,0,0,2,2,0,
VFL486PIONEERAUTO,VFL486,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,5,0,
VFL521PIONEERAUTO,VFL521,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,4,0,
VFL552PIONEERAUTO,VFL552,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
LVFL860PIONEERAUTO,LVFL860,PIONEERAUTO,MP Auto,,No Discount,0,0,1,3,0,
VFA1058PIONEERAUTO,VFA1058,PIONEERAUTO,MP Auto,,No Discount,0,0,1,5,0,
VFL505PIONEERAUTO,VFL505,PIONEERAUTO,MP Auto,,No Discount,0,0,1,5,0,
VFF542PIONEERAUTO,VFF542,PIONEERAUTO,MP Auto,,No Discount,0,0,1,4,0,
VFL471PIONEERAUTO,VFL471,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,3,0,
LVFL763PIONEERAUTO,LVFL763,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
LVFL751PIONEERAUTO,LVFL751,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,5,0,
VFL537PIONEERAUTO,VFL537,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
LVCF609PIONEERAUTO,LVCF609,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,4,0,
VFL500PIONEERAUTO,VFL500,PIONEERAUTO,MP Auto,,No Discount,0,0,1,2,0,
LVFL761PIONEERAUTO,LVFL761,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,3,0,
VCF242PIONEERAUTO,VCF242,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
VFL287PIONEERAUTO,VFL287,PIONEERAUTO,MP Auto,,No Discount,0,0,1,3,0,
VFL344PIONEERAUTO,VFL344,PIONEERAUTO,MP Auto,,No Discount,0,0,1,5,0,
VCF116PIONEERAUTO,VCF116,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
LVCF573PIONEERAUTO,LVCF573,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
VFL427PIONEERAUTO,VFL427,PIONEERAUTO,MP Auto,,No Discount,0,0,1,3,0,
VFF500PIONEERAUTO,VFF500,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
VFA831PIONEERAUTO,VFA831,PIONEERAUTO,MP Auto,,No Discount,0,0,1,4,0,
VFL355PIONEERAUTO,VFL355,PIONEERAUTO,MP Auto,,No Discount,0,0,1,3,0,
VFL526PIONEERAUTO,VFL526,PIONEERAUTO,MP Auto,,No Discount,0,0,1,4,0,
LVFL800PIONEERAUTO,LVFL800,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,5,0,
VCF419PIONEERAUTO,VCF419,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
VCF186PIONEERAUTO,VCF186,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,1,0,
VFL305PIONEERAUTO,VFL305,PIONEERAUTO,MP Auto,,No Discount,0,0,1,3,0,
VFL390PIONEERAUTO,VFL390,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
VCF397PIONEERAUTO,VCF397,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
LVFL748PIONEERAUTO,LVFL748,PIONEERAUTO,MP Auto,,No Discount,0,0,1,2,0,
VFL340PIONEERAUTO,VFL340,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,3,0,
VFL532PIONEERAUTO,VFL532,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
VFA903PIONEERAUTO,VFA903,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,3,0,
LVCF557PIONEERAUTO,LVCF557,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,3,0,
LVFL759PIONEERAUTO,LVFL759,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,3,0,
VFF258PIONEERAUTO,VFF258,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
VFF490PIONEERAUTO,VFF490,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
VFL514PIONEERAUTO,VFL514,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
VFL430PIONEERAUTO,VFL430,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
VCF191PIONEERAUTO,VCF191,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
VFL385PIONEERAUTO,VFL385,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
VFA1244PIONEERAUTO,VFA1244,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,3,0,
VFF477PIONEERAUTO,VFF477,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,1,0,
VFA1191PIONEERAUTO,VFA1191,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
VCF364PIONEERAUTO,VCF364,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
VCF175PIONEERAUTO,VCF175,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
VFA1224PIONEERAUTO,VFA1224,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,2,0,
LVFA1409PIONEERAUTO,LVFA1409,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
LVFL791PIONEERAUTO,LVFL791,PIONEERAUTO,MP Auto,,No Discount,0,0,1,3,0,
VFA1154PIONEERAUTO,VFA1154,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,1,0,
VFL451PIONEERAUTO,VFL451,PIONEERAUTO,MP Auto,,No Discount,0,0,1,2,0,
VFA1071PIONEERAUTO,VFA1071,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,3,0,
VFA55PIONEERAUTO,VFA55,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,1,0,
LVFA1503PIONEERAUTO,LVFA1503,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,2,0,
VCF194PIONEERAUTO,VCF194,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
VFL518PIONEERAUTO,VFL518,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,4,0,
VFF467PIONEERAUTO,VFF467,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
VFL189PIONEERAUTO,VFL189,PIONEERAUTO,MP Auto,,No Discount,0,0,1,2,0,
VFA1141PIONEERAUTO,VFA1141,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,2,0,
LVFA1420PIONEERAUTO,LVFA1420,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
VFF476PIONEERAUTO,VFF476,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
LVFF700PIONEERAUTO,LVFF700,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,2,0,
VFL499PIONEERAUTO,VFL499,PIONEERAUTO,MP Auto,,No Discount,0,0,1,2,0,
VFF432PIONEERAUTO,VFF432,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
VCF147PIONEERAUTO,VCF147,PIONEERAUTO,MP Auto,,No Discount,0,0,1,2,0,
VCF250PIONEERAUTO,VCF250,PIONEERAUTO,MP Auto,,No Discount,0,0,1,2,0,
VFA1089PIONEERAUTO,VFA1089,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
VCF337PIONEERAUTO,VCF337,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,1,0,
VCF418PIONEERAUTO,VCF418,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
VCF158PIONEERAUTO,VCF158,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
LVFL752PIONEERAUTO,LVFL752,PIONEERAUTO,MP Auto,,No Discount,0,0,1,2,0,
VFA81PIONEERAUTO,VFA81,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
VFL474PIONEERAUTO,VFL474,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
LVFA1465PIONEERAUTO,LVFA1465,PIONEERAUTO,MP Auto,,No Discount,0,0,1,4,0,
VFA54PIONEERAUTO,VFA54,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,2,0,
VFF387PIONEERAUTO,VFF387,PIONEERAUTO,MP Auto,,No Discount,0,0,1,3,0,
VFA1030PIONEERAUTO,VFA1030,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,2,0,
LVFA1476PIONEERAUTO,LVFA1476,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
VFF480PIONEERAUTO,VFF480,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
LVFL743PIONEERAUTO,LVFL743,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
VFL544PIONEERAUTO,VFL544,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
VCF363PIONEERAUTO,VCF363,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
VFL531PIONEERAUTO,VFL531,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,2,0,
LVFA1418PIONEERAUTO,LVFA1418,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
VFA16PIONEERAUTO,VFA16,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
LVCF593PIONEERAUTO,LVCF593,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
VFF470PIONEERAUTO,VFF470,PIONEERAUTO,MP Auto,,No Discount,0,0,1,2,0,
VFL498PIONEERAUTO,VFL498,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,2,0,
VFL481PIONEERAUTO,VFL481,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,4,0,
LVCF612PIONEERAUTO,LVCF612,PIONEERAUTO,MP Auto,,No Discount,0,0,1,2,0,
LVCF570PIONEERAUTO,LVCF570,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,2,0,
LVFA1424PIONEERAUTO,LVFA1424,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
VCF216PIONEERAUTO,VCF216,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
LVFA1530PIONEERAUTO,LVFA1530,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,3,0,
VCF366PIONEERAUTO,VCF366,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,1,0,
VFL482PIONEERAUTO,VFL482,PIONEERAUTO,MP Auto,,No Discount,0,0,1,2,0,
LVFA1435PIONEERAUTO,LVFA1435,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,3,0,
VFL213PIONEERAUTO,VFL213,PIONEERAUTO,MP Auto,,No Discount,0,0,1,2,0,
VCF166PIONEERAUTO,VCF166,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
VFF219PIONEERAUTO,VFF219,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
VFF100PIONEERAUTO,VFF100,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
VFA953PIONEERAUTO,VFA953,PIONEERAUTO,MP Auto,,No Discount,0,0,1,2,0,
LVFL797PIONEERAUTO,LVFL797,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
VCF141PIONEERAUTO,VCF141,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,1,0,
VFA1082PIONEERAUTO,VFA1082,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,1,0,
VFL555PIONEERAUTO,VFL555,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,3,0,
VFL512PIONEERAUTO,VFL512,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
LVFL755PIONEERAUTO,LVFL755,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
VFF343PIONEERAUTO,VFF343,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,1,0,
LVCF537PIONEERAUTO,LVCF537,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,4,0,
VFA1213PIONEERAUTO,VFA1213,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
VFF509PIONEERAUTO,VFF509,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
LVFF701PIONEERAUTO,LVFF701,PIONEERAUTO,MP Auto,,No Discount,0,0,1,5,0,
LVFF750PIONEERAUTO,LVFF750,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
VFF555PIONEERAUTO,VFF555,PIONEERAUTO,MP Auto,,No Discount,0,0,1,5,0,
LVFL773PIONEERAUTO,LVFL773,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
VFL414PIONEERAUTO,VFL414,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
VFF341PIONEERAUTO,VFF341,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
LVFL841PIONEERAUTO,LVFL841,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
LVCF503PIONEERAUTO,LVCF503,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
VFA1218PIONEERAUTO,VFA1218,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,3,0,
VFA50PIONEERAUTO,VFA50,PIONEERAUTO,MP Auto,,No Discount,0,0,1,2,0,
VFA1239PIONEERAUTO,VFA1239,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
VFA1090PIONEERAUTO,VFA1090,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,1,0,
LVCF576PIONEERAUTO,LVCF576,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,3,0,
LVFF733PIONEERAUTO,LVFF733,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,3,0,
VFL370PIONEERAUTO,VFL370,PIONEERAUTO,MP Auto,,No Discount,0,0,1,3,0,
VFL346PIONEERAUTO,VFL346,PIONEERAUTO,MP Auto,,No Discount,0,0,1,3,0,
VFA920PIONEERAUTO,VFA920,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
LVCF577PIONEERAUTO,LVCF577,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
VFL421PIONEERAUTO,VFL421,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
VFA1052PIONEERAUTO,VFA1052,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,1,0,
LVCF554PIONEERAUTO,LVCF554,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,1,0,
VFL462PIONEERAUTO,VFL462,PIONEERAUTO,MP Auto,,No Discount,0,0,1,2,0,
VFA957PIONEERAUTO,VFA957,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,1,0,
VFA89PIONEERAUTO,VFA89,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,1,0,
VCF222PIONEERAUTO,VCF222,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
LVCF627PIONEERAUTO,LVCF627,PIONEERAUTO,MP Auto,,Best Offered,0,0,1,2,0,
VFL397PIONEERAUTO,VFL397,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
LVFF691PIONEERAUTO,LVFF691,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,2,0,
VFA1187PIONEERAUTO,VFA1187,PIONEERAUTO,MP Auto,,Target Accepted,0,0,1,1,0,
VFL388PIONEERAUTO,VFL388,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
LVFA1590PIONEERAUTO,LVFA1590,PIONEERAUTO,MP Auto,,No Discount,0,0,1,1,0,
