Rec ID,Record ID,Date,Description,Document No,Company Name,Part Number,Item description,Unit Price,Qty,Availability,BackOrder,Lost Sales,Closed Qty,Weighed Item,Group,qEnim,Comment,Expected delivery,Balance,Company ID,Third code,Priority code,Current Stock,PrsYpApPSec,Sales Orders,Sales-Back Order,Branch ID,Employee,Supplier
907028,36,2024/12/03  ,TUR STSUP,209112,(GAZ) COMLINE IRELAND LIMITED,CSL5063,"ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤ, CITROEN - PEUGEOT",6.72,2.00,0.00,2,0.00,0.00,0,,0,,,0.00,IE0109001,,V-SLOW,0.00,0.00,0.00,32.00,1,161,AH
902091,63,2024/11/05  ,TUR STSUP,203414,(GAZ) COMLINE IRELAND LIMITED,CSL5063,"ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤ, CITROEN - PEUGEOT",6.72,5.00,0.00,5,0.00,0.00,0,,0,,,0.00,IE0109001,,V-SLOW,0.00,0.00,0.00,32.00,1,161,AH
907028,33,2024/12/03  ,TUR STSUP,209112,(GAZ) COMLINE IRELAND LIMITED,CSL5000,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ AUDI,5.17,9.00,0.00,9,0.00,0.00,0,,0,,,0.00,IE0109001,,SLOW,0.00,0.00,0.00,51.00,1,161,AH
904670,27,2024/11/19  ,TUR STSUP,206311,(GAZ) COMLINE IRELAND LIMITED,CSL5000,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ AUDI,5.17,1.00,0.00,1,0.00,0.00,0,,0,,,0.00,IE0109001,,SLOW,0.00,0.00,0.00,51.00,1,161,AH
912670,1,2025/01/16  ,TUR STSUP,215113,(GAZ) COMLINE IRELAND LIMITED,CSL5000,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ AUDI,5.17,18.00,0.00,18,0.00,0.00,0,,0,,,0.00,IE0109001,,SLOW,0.00,0.00,0.00,51.00,1,161,AH
912670,4,2025/01/16  ,TUR STSUP,215113,(GAZ) COMLINE IRELAND LIMITED,CSL5052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ NISSAN-RENAULT,5.32,14.00,0.00,14,0.00,0.00,0,,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,107.00,1,161,AH
907028,35,2024/12/03  ,TUR STSUP,209112,(GAZ) COMLINE IRELAND LIMITED,CSL5052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ NISSAN-RENAULT,5.32,1.00,0.00,1,0.00,0.00,0,,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,107.00,1,161,AH
902091,62,2024/11/05  ,TUR STSUP,203414,(GAZ) COMLINE IRELAND LIMITED,CSL5052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ NISSAN-RENAULT,5.32,6.00,0.00,6,0.00,0.00,0,,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,107.00,1,161,AH
900952,41,2024/10/29  ,TUR - STSUP,202312,(GAZ) COMLINE IRELAND LIMITED,CSL5052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ NISSAN-RENAULT,5.32,3.00,0.00,3,0.00,0.00,0,,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,107.00,1,161,AH
900952,40,2024/10/29  ,TUR - STSUP,202312,(GAZ) COMLINE IRELAND LIMITED,CSL6052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΔΕΞΙ NISSAN-RENAULT,5.32,4.00,0.00,4,0.00,0.00,0,,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,120.00,1,161,AH
902091,58,2024/11/05  ,TUR STSUP,203414,(GAZ) COMLINE IRELAND LIMITED,CSL6052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΔΕΞΙ NISSAN-RENAULT,5.32,10.00,0.00,10,0.00,0.00,0,,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,120.00,1,161,AH
912670,8,2025/01/16  ,TUR STSUP,215113,(GAZ) COMLINE IRELAND LIMITED,CSL6052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΔΕΞΙ NISSAN-RENAULT,5.32,11.00,0.00,11,0.00,0.00,0,,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,120.00,1,161,AH
912670,19,2025/01/16  ,TUR STSUP,215113,(GAZ) COMLINE IRELAND LIMITED,CSL7181,ΑΚΡΟ ΖΑΜΦΟΡ ΟΠΙΣΘ. R/L OPEL,6.40,2.00,0.00,2,0.00,0.00,0,,0,,,0.00,IE0109001,,V-SLOW,5.00,0.00,0.00,2.00,1,161,IBERICA
912670,2,2025/01/16  ,TUR STSUP,215113,(GAZ) COMLINE IRELAND LIMITED,CSL5018,ΑΚΡΟ ΖΑΜΦΟΡ ΟΠΙΣΘ. ΑΡΙΣΤΕΡΟ HONDA,5.54,5.00,0.00,1,0.00,4.00,0,55022|1,0,,,0.00,IE0109001,,V-SLOW,1.00,0.00,0.00,1.00,1,161,MT
907028,11,2024/12/03  ,TUR STSUP,209112,(GAZ) COMLINE IRELAND LIMITED,CTRE2189,ΑΚΡΟΜΠΑΡΟ  ΕΜΠΡ. ΕΞΩΤ. ΔΕΞΙ. FIAT-OPEL,5.10,2.00,0.00,1,0.00,1.00,0,54386|1,0,,,0.00,IE0109001,,V-SLOW,8.00,0.00,0.00,1.00,1,161,IBERICA
